"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","% Total Population: Under 5 Years","% Total Population: 5 to 9 Years","% Total Population: 10 to 14 Years","% Total Population: 15 to 17 Years","% Total Population: 18 to 24 Years","% Total Population: 25 to 34 Years","% Total Population: 35 to 44 Years","% Total Population: 45 to 54 Years","% Total Population: 55 to 64 Years","% Total Population: 65 to 74 Years","% Total Population: 75 to 84 Years","% Total Population: 85 Years and Over"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"ACSSF","ca","140","00","0004811",,,,,"06","037",,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208401","Census Tract 2084.01",,,"Census Tract 2084.01, Los Angeles County, California","06037208401","229676","0",,,,,,,,4217,151,164,217,105,477,1116,332,485,526,287,222,135,3.58,3.89,5.15,2.49,11.31,26.46,7.87,11.5,12.47,6.81,5.26,3.2
"ACSSF","ca","140","00","0004812",,,,,"06","037",,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208402","Census Tract 2084.02",,,"Census Tract 2084.02, Los Angeles County, California","06037208402","340750","0",,,,,,,,2856,187,155,211,94,353,466,340,437,319,169,40,85,6.55,5.43,7.39,3.29,12.36,16.32,11.9,15.3,11.17,5.92,1.4,2.98
"ACSSF","ca","140","00","0004813",,,,,"06","037",,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208501","Census Tract 2085.01",,,"Census Tract 2085.01, Los Angeles County, California","06037208501","243219","0",,,,,,,,2590,91,85,113,83,318,480,306,444,323,189,73,85,3.51,3.28,4.36,3.2,12.28,18.53,11.81,17.14,12.47,7.3,2.82,3.28
"ACSSF","ca","140","00","0004814",,,,,"06","037",,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208502","Census Tract 2085.02",,,"Census Tract 2085.02, Los Angeles County, California","06037208502","261043","0",,,,,,,,3993,301,83,192,240,318,715,591,478,532,414,126,3,7.54,2.08,4.81,6.01,7.96,17.91,14.8,11.97,13.32,10.37,3.16,0.08
"ACSSF","ca","140","00","0004815",,,,,"06","037",,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208610","Census Tract 2086.10",,,"Census Tract 2086.10, Los Angeles County, California","06037208610","350131","0",,,,,,,,4382,281,245,219,95,361,882,786,558,504,262,168,21,6.41,5.59,5,2.17,8.24,20.13,17.94,12.73,11.5,5.98,3.83,0.48
"ACSSF","ca","140","00","0004816",,,,,"06","037",,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208620","Census Tract 2086.20",,,"Census Tract 2086.20, Los Angeles County, California","06037208620","324331","0",,,,,,,,4010,321,212,123,84,269,1034,553,531,413,291,112,67,8,5.29,3.07,2.09,6.71,25.79,13.79,13.24,10.3,7.26,2.79,1.67
"ACSSF","ca","140","00","0004817",,,,,"06","037",,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208710","Census Tract 2087.10",,,"Census Tract 2087.10, Los Angeles County, California","06037208710","170380","0",,,,,,,,4846,187,117,190,113,274,1110,648,684,616,512,285,110,3.86,2.41,3.92,2.33,5.65,22.91,13.37,14.11,12.71,10.57,5.88,2.27
"ACSSF","ca","140","00","0004818",,,,,"06","037",,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208720","Census Tract 2087.20",,,"Census Tract 2087.20, Los Angeles County, California","06037208720","164736","0",,,,,,,,3602,129,324,162,81,511,699,586,472,350,191,59,38,3.58,9,4.5,2.25,14.19,19.41,16.27,13.1,9.72,5.3,1.64,1.05
"ACSSF","ca","140","00","0004819",,,,,"06","037",,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208801","Census Tract 2088.01",,,"Census Tract 2088.01, Los Angeles County, California","06037208801","234245","34211",,,,,,,,3198,51,104,206,106,396,696,253,532,264,310,158,122,1.59,3.25,6.44,3.31,12.38,21.76,7.91,16.64,8.26,9.69,4.94,3.81
"ACSSF","ca","140","00","0004820",,,,,"06","037",,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208802","Census Tract 2088.02",,,"Census Tract 2088.02, Los Angeles County, California","06037208802","211495","0",,,,,,,,2864,192,216,104,19,224,590,670,249,239,198,127,36,6.7,7.54,3.63,0.66,7.82,20.6,23.39,8.69,8.34,6.91,4.43,1.26
"ACSSF","ca","140","00","0004821",,,,,"06","037",,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208902","Census Tract 2089.02",,,"Census Tract 2089.02, Los Angeles County, California","06037208902","184049","0",,,,,,,,2529,145,141,268,107,311,603,403,316,130,44,49,12,5.73,5.58,10.6,4.23,12.3,23.84,15.94,12.5,5.14,1.74,1.94,0.47
"ACSSF","ca","140","00","0004822",,,,,"06","037",,,"208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208903","Census Tract 2089.03",,,"Census Tract 2089.03, Los Angeles County, California","06037208903","159288","0",,,,,,,,3758,295,231,242,226,416,740,815,283,275,93,101,41,7.85,6.15,6.44,6.01,11.07,19.69,21.69,7.53,7.32,2.47,2.69,1.09
"ACSSF","ca","140","00","0004823",,,,,"06","037",,,"208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208904","Census Tract 2089.04",,,"Census Tract 2089.04, Los Angeles County, California","06037208904","112106","0",,,,,,,,4197,259,418,415,69,247,720,921,263,337,255,223,70,6.17,9.96,9.89,1.64,5.89,17.16,21.94,6.27,8.03,6.08,5.31,1.67
"ACSSF","ca","140","00","0004824",,,,,"06","037",,,"209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209103","Census Tract 2091.03",,,"Census Tract 2091.03, Los Angeles County, California","06037209103","124015","0",,,,,,,,3797,347,315,320,153,366,663,653,415,294,169,82,20,9.14,8.3,8.43,4.03,9.64,17.46,17.2,10.93,7.74,4.45,2.16,0.53
"ACSSF","ca","140","00","0004825",,,,,"06","037",,,"209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209104","Census Tract 2091.04",,,"Census Tract 2091.04, Los Angeles County, California","06037209104","69958","0",,,,,,,,2489,131,197,205,147,125,424,289,380,210,245,91,45,5.26,7.91,8.24,5.91,5.02,17.03,11.61,15.27,8.44,9.84,3.66,1.81
"ACSSF","ca","140","00","0004826",,,,,"06","037",,,"209105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209105","Census Tract 2091.05",,,"Census Tract 2091.05, Los Angeles County, California","06037209105","83227","0",,,,,,,,3496,331,414,442,136,389,581,463,202,192,253,93,0,9.47,11.84,12.64,3.89,11.13,16.62,13.24,5.78,5.49,7.24,2.66,0
"ACSSF","ca","140","00","0004827",,,,,"06","037",,,"209106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209106","Census Tract 2091.06",,,"Census Tract 2091.06, Los Angeles County, California","06037209106","221625","0",,,,,,,,2382,161,11,35,51,133,1041,271,372,98,111,55,43,6.76,0.46,1.47,2.14,5.58,43.7,11.38,15.62,4.11,4.66,2.31,1.81
"ACSSF","ca","140","00","0004828",,,,,"06","037",,,"209201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209201","Census Tract 2092.01",,,"Census Tract 2092.01, Los Angeles County, California","06037209201","168180","0",,,,,,,,3036,151,61,0,23,285,1238,618,455,103,38,37,27,4.97,2.01,0,0.76,9.39,40.78,20.36,14.99,3.39,1.25,1.22,0.89
"ACSSF","ca","140","00","0004829",,,,,"06","037",,,"209202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209202","Census Tract 2092.02",,,"Census Tract 2092.02, Los Angeles County, California","06037209202","243018","0",,,,,,,,1621,195,16,272,105,193,318,155,267,91,9,0,0,12.03,0.99,16.78,6.48,11.91,19.62,9.56,16.47,5.61,0.56,0,0
"ACSSF","ca","140","00","0004830",,,,,"06","037",,,"209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209300","Census Tract 2093",,,"Census Tract 2093, Los Angeles County, California","06037209300","306315","0",,,,,,,,4619,461,74,306,113,443,1064,485,709,730,158,69,7,9.98,1.6,6.62,2.45,9.59,23.04,10.5,15.35,15.8,3.42,1.49,0.15
"ACSSF","ca","140","00","0004831",,,,,"06","037",,,"209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209401","Census Tract 2094.01",,,"Census Tract 2094.01, Los Angeles County, California","06037209401","215668","0",,,,,,,,3956,91,287,316,182,357,527,450,512,485,513,109,127,2.3,7.25,7.99,4.6,9.02,13.32,11.38,12.94,12.26,12.97,2.76,3.21
"ACSSF","ca","140","00","0004832",,,,,"06","037",,,"209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209402","Census Tract 2094.02",,,"Census Tract 2094.02, Los Angeles County, California","06037209402","136231","0",,,,,,,,4062,284,331,246,219,643,896,518,239,319,286,72,9,6.99,8.15,6.06,5.39,15.83,22.06,12.75,5.88,7.85,7.04,1.77,0.22
"ACSSF","ca","140","00","0004833",,,,,"06","037",,,"209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209403","Census Tract 2094.03",,,"Census Tract 2094.03, Los Angeles County, California","06037209403","138195","0",,,,,,,,4420,57,483,517,131,311,801,501,451,463,461,192,52,1.29,10.93,11.7,2.96,7.04,18.12,11.33,10.2,10.48,10.43,4.34,1.18
"ACSSF","ca","140","00","0004834",,,,,"06","037",,,"209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209510","Census Tract 2095.10",,,"Census Tract 2095.10, Los Angeles County, California","06037209510","182484","0",,,,,,,,2946,66,218,238,36,332,651,390,467,272,188,56,32,2.24,7.4,8.08,1.22,11.27,22.1,13.24,15.85,9.23,6.38,1.9,1.09
"ACSSF","ca","140","00","0004835",,,,,"06","037",,,"209520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209520","Census Tract 2095.20",,,"Census Tract 2095.20, Los Angeles County, California","06037209520","231175","0",,,,,,,,2678,285,202,178,103,346,519,410,273,219,124,0,19,10.64,7.54,6.65,3.85,12.92,19.38,15.31,10.19,8.18,4.63,0,0.71
"ACSSF","ca","140","00","0004836",,,,,"06","037",,,"209810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209810","Census Tract 2098.10",,,"Census Tract 2098.10, Los Angeles County, California","06037209810","149829","0",,,,,,,,2646,157,159,91,70,277,328,400,356,284,283,108,133,5.93,6.01,3.44,2.65,10.47,12.4,15.12,13.45,10.73,10.7,4.08,5.03
"ACSSF","ca","140","00","0004837",,,,,"06","037",,,"209820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209820","Census Tract 2098.20",,,"Census Tract 2098.20, Los Angeles County, California","06037209820","179107","0",,,,,,,,2741,202,294,186,107,290,366,414,512,142,153,75,0,7.37,10.73,6.79,3.9,10.58,13.35,15.1,18.68,5.18,5.58,2.74,0
"ACSSF","ca","140","00","0004838",,,,,"06","037",,,"210010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037210010","Census Tract 2100.10",,,"Census Tract 2100.10, Los Angeles County, California","06037210010","408974","0",,,,,,,,3336,192,254,144,131,265,709,318,459,369,291,126,78,5.76,7.61,4.32,3.93,7.94,21.25,9.53,13.76,11.06,8.72,3.78,2.34
"ACSSF","ca","140","00","0004839",,,,,"06","037",,,"211000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211000","Census Tract 2110",,,"Census Tract 2110, Los Angeles County, California","06037211000","2656762","0",,,,,,,,5204,271,188,307,183,363,914,596,688,753,704,175,62,5.21,3.61,5.9,3.52,6.98,17.56,11.45,13.22,14.47,13.53,3.36,1.19
"ACSSF","ca","140","00","0004840",,,,,"06","037",,,"211121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211121","Census Tract 2111.21",,,"Census Tract 2111.21, Los Angeles County, California","06037211121","213925","0",,,,,,,,2228,97,63,169,52,180,663,389,193,193,129,25,75,4.35,2.83,7.59,2.33,8.08,29.76,17.46,8.66,8.66,5.79,1.12,3.37
"ACSSF","ca","140","00","0004841",,,,,"06","037",,,"211122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211122","Census Tract 2111.22",,,"Census Tract 2111.22, Los Angeles County, California","06037211122","365557","0",,,,,,,,2750,93,128,353,53,215,681,491,391,123,78,118,26,3.38,4.65,12.84,1.93,7.82,24.76,17.85,14.22,4.47,2.84,4.29,0.95
"ACSSF","ca","140","00","0004842",,,,,"06","037",,,"211123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211123","Census Tract 2111.23",,,"Census Tract 2111.23, Los Angeles County, California","06037211123","172032","0",,,,,,,,1513,0,0,0,27,187,502,364,65,167,87,33,81,0,0,0,1.78,12.36,33.18,24.06,4.3,11.04,5.75,2.18,5.35
"ACSSF","ca","140","00","0004843",,,,,"06","037",,,"211124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211124","Census Tract 2111.24",,,"Census Tract 2111.24, Los Angeles County, California","06037211124","395043","0",,,,,,,,4292,167,127,91,91,279,719,523,620,1057,466,71,81,3.89,2.96,2.12,2.12,6.5,16.75,12.19,14.45,24.63,10.86,1.65,1.89
"ACSSF","ca","140","00","0004844",,,,,"06","037",,,"211201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211201","Census Tract 2112.01",,,"Census Tract 2112.01, Los Angeles County, California","06037211201","139369","0",,,,,,,,2602,68,199,102,78,244,662,481,322,207,139,62,38,2.61,7.65,3.92,3,9.38,25.44,18.49,12.38,7.96,5.34,2.38,1.46
"ACSSF","ca","140","00","0004845",,,,,"06","037",,,"211202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211202","Census Tract 2112.02",,,"Census Tract 2112.02, Los Angeles County, California","06037211202","179169","0",,,,,,,,2334,142,71,119,71,282,441,357,357,209,187,51,47,6.08,3.04,5.1,3.04,12.08,18.89,15.3,15.3,8.95,8.01,2.19,2.01
"ACSSF","ca","140","00","0004846",,,,,"06","037",,,"211310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211310","Census Tract 2113.10",,,"Census Tract 2113.10, Los Angeles County, California","06037211310","143939","0",,,,,,,,3507,136,128,156,227,543,736,435,422,454,211,12,47,3.88,3.65,4.45,6.47,15.48,20.99,12.4,12.03,12.95,6.02,0.34,1.34
"ACSSF","ca","140","00","0004847",,,,,"06","037",,,"211320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211320","Census Tract 2113.20",,,"Census Tract 2113.20, Los Angeles County, California","06037211320","186272","0",,,,,,,,3399,435,143,177,88,365,669,352,436,447,234,53,0,12.8,4.21,5.21,2.59,10.74,19.68,10.36,12.83,13.15,6.88,1.56,0
"ACSSF","ca","140","00","0004848",,,,,"06","037",,,"211410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211410","Census Tract 2114.10",,,"Census Tract 2114.10, Los Angeles County, California","06037211410","270793","0",,,,,,,,3017,149,177,236,49,193,304,485,517,462,368,37,40,4.94,5.87,7.82,1.62,6.4,10.08,16.08,17.14,15.31,12.2,1.23,1.33
"ACSSF","ca","140","00","0004849",,,,,"06","037",,,"211420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211420","Census Tract 2114.20",,,"Census Tract 2114.20, Los Angeles County, California","06037211420","381085","0",,,,,,,,3451,198,159,181,100,158,997,537,463,336,225,90,7,5.74,4.61,5.24,2.9,4.58,28.89,15.56,13.42,9.74,6.52,2.61,0.2
"ACSSF","ca","140","00","0004850",,,,,"06","037",,,"211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211500","Census Tract 2115",,,"Census Tract 2115, Los Angeles County, California","06037211500","909039","0",,,,,,,,4069,279,274,156,90,284,459,540,559,921,291,125,91,6.86,6.73,3.83,2.21,6.98,11.28,13.27,13.74,22.63,7.15,3.07,2.24
"ACSSF","ca","140","00","0004851",,,,,"06","037",,,"211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211701","Census Tract 2117.01",,,"Census Tract 2117.01, Los Angeles County, California","06037211701","651516","0",,,,,,,,2563,73,94,123,60,124,561,231,203,390,227,277,200,2.85,3.67,4.8,2.34,4.84,21.89,9.01,7.92,15.22,8.86,10.81,7.8
"ACSSF","ca","140","00","0004852",,,,,"06","037",,,"211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211703","Census Tract 2117.03",,,"Census Tract 2117.03, Los Angeles County, California","06037211703","184109","0",,,,,,,,4589,288,287,206,157,313,1014,672,733,415,362,64,78,6.28,6.25,4.49,3.42,6.82,22.1,14.64,15.97,9.04,7.89,1.39,1.7
"ACSSF","ca","140","00","0004853",,,,,"06","037",,,"211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211704","Census Tract 2117.04",,,"Census Tract 2117.04, Los Angeles County, California","06037211704","184945","0",,,,,,,,2704,84,138,75,10,70,695,436,270,350,191,314,71,3.11,5.1,2.77,0.37,2.59,25.7,16.12,9.99,12.94,7.06,11.61,2.63
"ACSSF","ca","140","00","0004854",,,,,"06","037",,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211802","Census Tract 2118.02",,,"Census Tract 2118.02, Los Angeles County, California","06037211802","325416","0",,,,,,,,4457,126,399,44,96,413,1195,607,486,481,382,173,55,2.83,8.95,0.99,2.15,9.27,26.81,13.62,10.9,10.79,8.57,3.88,1.23
"ACSSF","ca","140","00","0004855",,,,,"06","037",,,"211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211803","Census Tract 2118.03",,,"Census Tract 2118.03, Los Angeles County, California","06037211803","139528","0",,,,,,,,3326,185,137,134,65,269,885,538,398,396,273,17,29,5.56,4.12,4.03,1.95,8.09,26.61,16.18,11.97,11.91,8.21,0.51,0.87
"ACSSF","ca","140","00","0004856",,,,,"06","037",,,"211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211804","Census Tract 2118.04",,,"Census Tract 2118.04, Los Angeles County, California","06037211804","185958","0",,,,,,,,3113,119,251,151,169,165,602,447,487,424,148,101,49,3.82,8.06,4.85,5.43,5.3,19.34,14.36,15.64,13.62,4.75,3.24,1.57
"ACSSF","ca","140","00","0004857",,,,,"06","037",,,"211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211910","Census Tract 2119.10",,,"Census Tract 2119.10, Los Angeles County, California","06037211910","137966","0",,,,,,,,4075,157,221,147,96,510,989,774,538,313,207,64,59,3.85,5.42,3.61,2.36,12.52,24.27,18.99,13.2,7.68,5.08,1.57,1.45
"ACSSF","ca","140","00","0004858",,,,,"06","037",,,"211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211921","Census Tract 2119.21",,,"Census Tract 2119.21, Los Angeles County, California","06037211921","92665","0",,,,,,,,2261,211,29,82,82,199,458,464,333,256,53,63,31,9.33,1.28,3.63,3.63,8.8,20.26,20.52,14.73,11.32,2.34,2.79,1.37
"ACSSF","ca","140","00","0004859",,,,,"06","037",,,"211922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037211922","Census Tract 2119.22",,,"Census Tract 2119.22, Los Angeles County, California","06037211922","92893","0",,,,,,,,3674,299,115,116,104,471,735,632,506,402,186,108,0,8.14,3.13,3.16,2.83,12.82,20.01,17.2,13.77,10.94,5.06,2.94,0
"ACSSF","ca","140","00","0004860",,,,,"06","037",,,"212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212101","Census Tract 2121.01",,,"Census Tract 2121.01, Los Angeles County, California","06037212101","185776","0",,,,,,,,2694,74,129,40,68,202,969,327,327,249,287,0,22,2.75,4.79,1.48,2.52,7.5,35.97,12.14,12.14,9.24,10.65,0,0.82
"ACSSF","ca","140","00","0004861",,,,,"06","037",,,"212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212102","Census Tract 2121.02",,,"Census Tract 2121.02, Los Angeles County, California","06037212102","138659","0",,,,,,,,2574,255,284,67,54,171,460,318,317,138,229,186,95,9.91,11.03,2.6,2.1,6.64,17.87,12.35,12.32,5.36,8.9,7.23,3.69
"ACSSF","ca","140","00","0004862",,,,,"06","037",,,"212202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212202","Census Tract 2122.02",,,"Census Tract 2122.02, Los Angeles County, California","06037212202","206471","0",,,,,,,,3258,112,248,194,174,275,891,548,291,255,200,48,22,3.44,7.61,5.95,5.34,8.44,27.35,16.82,8.93,7.83,6.14,1.47,0.68
"ACSSF","ca","140","00","0004863",,,,,"06","037",,,"212203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212203","Census Tract 2122.03",,,"Census Tract 2122.03, Los Angeles County, California","06037212203","106312","0",,,,,,,,2577,6,66,71,76,293,581,390,375,203,111,188,217,0.23,2.56,2.76,2.95,11.37,22.55,15.13,14.55,7.88,4.31,7.3,8.42
"ACSSF","ca","140","00","0004864",,,,,"06","037",,,"212204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212204","Census Tract 2122.04",,,"Census Tract 2122.04, Los Angeles County, California","06037212204","213185","0",,,,,,,,2948,163,127,171,149,357,460,648,350,221,181,121,0,5.53,4.31,5.8,5.05,12.11,15.6,21.98,11.87,7.5,6.14,4.1,0
"ACSSF","ca","140","00","0004865",,,,,"06","037",,,"212303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212303","Census Tract 2123.03",,,"Census Tract 2123.03, Los Angeles County, California","06037212303","155649","0",,,,,,,,3941,267,348,189,54,346,1137,677,402,378,143,0,0,6.77,8.83,4.8,1.37,8.78,28.85,17.18,10.2,9.59,3.63,0,0
"ACSSF","ca","140","00","0004866",,,,,"06","037",,,"212304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212304","Census Tract 2123.04",,,"Census Tract 2123.04, Los Angeles County, California","06037212304","205676","0",,,,,,,,1602,64,71,179,84,103,434,254,170,80,82,41,40,4,4.43,11.17,5.24,6.43,27.09,15.86,10.61,4.99,5.12,2.56,2.5
"ACSSF","ca","140","00","0004867",,,,,"06","037",,,"212305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212305","Census Tract 2123.05",,,"Census Tract 2123.05, Los Angeles County, California","06037212305","108058","0",,,,,,,,2781,171,244,325,121,205,447,537,345,213,106,56,11,6.15,8.77,11.69,4.35,7.37,16.07,19.31,12.41,7.66,3.81,2.01,0.4
"ACSSF","ca","140","00","0004868",,,,,"06","037",,,"212306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212306","Census Tract 2123.06",,,"Census Tract 2123.06, Los Angeles County, California","06037212306","161926","0",,,,,,,,3086,206,184,226,84,280,512,428,600,294,188,84,0,6.68,5.96,7.32,2.72,9.07,16.59,13.87,19.44,9.53,6.09,2.72,0
"ACSSF","ca","140","00","0004869",,,,,"06","037",,,"212410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212410","Census Tract 2124.10",,,"Census Tract 2124.10, Los Angeles County, California","06037212410","157191","0",,,,,,,,4134,347,256,84,108,465,1149,669,478,239,265,29,45,8.39,6.19,2.03,2.61,11.25,27.79,16.18,11.56,5.78,6.41,0.7,1.09
"ACSSF","ca","140","00","0004870",,,,,"06","037",,,"212420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212420","Census Tract 2124.20",,,"Census Tract 2124.20, Los Angeles County, California","06037212420","143454","0",,,,,,,,3226,268,156,255,90,418,660,299,445,274,164,142,55,8.31,4.84,7.9,2.79,12.96,20.46,9.27,13.79,8.49,5.08,4.4,1.7
"ACSSF","ca","140","00","0004871",,,,,"06","037",,,"212501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037212501","Census Tract 2125.01",,,"Census Tract 2125.01, Los Angeles County, California","06037212501","79596","0",,,,,,,,1864,77,65,87,37,133,594,382,148,138,127,61,15,4.13,3.49,4.67,1.98,7.14,31.87,20.49,7.94,7.4,6.81,3.27,0.8
