Census_Tract_ID,Geographic Identifier,Area Name,Qualifying Name,Area (Land),Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,% Total Population: Under 5 Years,% Total Population: 55 to 64 Years,% Total Population: 65 to 74 Years,% Total Population: 75 to 84 Years,% Total Population: 85 Years and Over
CT_ID_TXT,Geo_GEOID,Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,SE_A01001_001,SE_A01001_002,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
06037572001,14000US06037572001,Census Tract 5720.01,"Census Tract 5720.01, Los Angeles County, California",1695796,0,6267,416,450,116,200,6.64,18.89,7.18,1.85,3.19
06037572201,14000US06037572201,Census Tract 5722.01,"Census Tract 5722.01, Los Angeles County, California",1538799,21029,5553,180,518,232,187,3.24,8.1,9.33,4.18,3.37
06037572202,14000US06037572202,Census Tract 5722.02,"Census Tract 5722.02, Los Angeles County, California",1522598,29978,3375,129,349,102,61,3.82,16.12,10.34,3.02,1.81
06037572301,14000US06037572301,Census Tract 5723.01,"Census Tract 5723.01, Los Angeles County, California",819237,0,3805,130,167,73,3,3.42,14.51,4.39,1.92,0.08
06037572500,14000US06037572500,Census Tract 5725,"Census Tract 5725, Los Angeles County, California",592705,0,3681,140,455,191,153,3.8,10.62,12.36,5.19,4.16
06037572600,14000US06037572600,Census Tract 5726,"Census Tract 5726, Los Angeles County, California",1223342,49301,4923,178,372,194,46,3.62,16.64,7.56,3.94,0.93
06037572700,14000US06037572700,Census Tract 5727,"Census Tract 5727, Los Angeles County, California",1002316,72083,5361,203,420,204,54,3.79,16.23,7.83,3.81,1.01
06037573002,14000US06037573002,Census Tract 5730.02,"Census Tract 5730.02, Los Angeles County, California",324505,0,3464,256,200,51,88,7.39,7.07,5.77,1.47,2.54
06037573003,14000US06037573003,Census Tract 5730.03,"Census Tract 5730.03, Los Angeles County, California",401152,46959,1813,116,138,37,5,6.4,10.87,7.61,2.04,0.28
06037573004,14000US06037573004,Census Tract 5730.04,"Census Tract 5730.04, Los Angeles County, California",410913,0,4977,371,139,159,20,7.45,16.74,2.79,3.19,0.4
06037573101,14000US06037573101,Census Tract 5731.01,"Census Tract 5731.01, Los Angeles County, California",526756,0,4583,301,261,41,172,6.57,10.78,5.69,0.89,3.75
06037573102,14000US06037573102,Census Tract 5731.02,"Census Tract 5731.02, Los Angeles County, California",613548,52679,2795,212,170,45,16,7.58,12.45,6.08,1.61,0.57
06037573201,14000US06037573201,Census Tract 5732.01,"Census Tract 5732.01, Los Angeles County, California",601396,0,4422,216,141,120,3,4.88,10.79,3.19,2.71,0.07
06037573202,14000US06037573202,Census Tract 5732.02,"Census Tract 5732.02, Los Angeles County, California",649039,0,6685,677,634,218,42,10.13,9.9,9.48,3.26,0.63
06037573300,14000US06037573300,Census Tract 5733,"Census Tract 5733, Los Angeles County, California",785598,0,4203,199,246,54,59,4.73,10.42,5.85,1.28,1.4
06037573401,14000US06037573401,Census Tract 5734.01,"Census Tract 5734.01, Los Angeles County, California",1035868,4445,1561,171,125,25,49,10.95,11.47,8.01,1.6,3.14
06037573402,14000US06037573402,Census Tract 5734.02,"Census Tract 5734.02, Los Angeles County, California",2963452,0,7045,565,586,72,6,8.02,8.39,8.32,1.02,0.09
06037573403,14000US06037573403,Census Tract 5734.03,"Census Tract 5734.03, Los Angeles County, California",1664763,0,3174,167,196,238,29,5.26,17.33,6.18,7.5,0.91
06037573601,14000US06037573601,Census Tract 5736.01,"Census Tract 5736.01, Los Angeles County, California",3724951,1760,6335,393,860,279,176,6.2,15.85,13.58,4.4,2.78
06037573700,14000US06037573700,Census Tract 5737,"Census Tract 5737, Los Angeles County, California",1817080,1861,5177,612,390,181,97,11.82,10.57,7.53,3.5,1.87
06037573800,14000US06037573800,Census Tract 5738,"Census Tract 5738, Los Angeles County, California",1534014,0,4359,217,531,158,181,4.98,12.8,12.18,3.62,4.15
06037573902,14000US06037573902,Census Tract 5739.02,"Census Tract 5739.02, Los Angeles County, California",700131,11619,2012,36,289,192,115,1.79,14.17,14.36,9.54,5.72
06037574000,14000US06037574000,Census Tract 5740,"Census Tract 5740, Los Angeles County, California",1819895,0,5182,206,567,422,150,3.98,13.41,10.94,8.14,2.89
06037574100,14000US06037574100,Census Tract 5741,"Census Tract 5741, Los Angeles County, California",1829547,9607,5227,289,693,105,62,5.53,12.93,13.26,2.01,1.19
06037574201,14000US06037574201,Census Tract 5742.01,"Census Tract 5742.01, Los Angeles County, California",1279087,15561,3089,106,113,121,123,3.43,12.24,3.66,3.92,3.98
06037574202,14000US06037574202,Census Tract 5742.02,"Census Tract 5742.02, Los Angeles County, California",1336503,3008,2376,114,190,133,112,4.8,15.61,8,5.6,4.71
06037574300,14000US06037574300,Census Tract 5743,"Census Tract 5743, Los Angeles County, California",2450925,30093,6182,451,469,359,114,7.3,12.94,7.59,5.81,1.84
06037574400,14000US06037574400,Census Tract 5744,"Census Tract 5744, Los Angeles County, California",3331253,69240,5790,411,593,170,88,7.1,17.93,10.24,2.94,1.52
06037574500,14000US06037574500,Census Tract 5745,"Census Tract 5745, Los Angeles County, California",2549290,174070,6793,438,864,211,224,6.45,16.43,12.72,3.11,3.3
06037574602,14000US06037574602,Census Tract 5746.02,"Census Tract 5746.02, Los Angeles County, California",574256,16243,1311,118,124,118,122,9,17.47,9.46,9,9.31
06037574800,14000US06037574800,Census Tract 5748,"Census Tract 5748, Los Angeles County, California",1108069,0,3130,176,224,253,65,5.62,17.64,7.16,8.08,2.08
06037574901,14000US06037574901,Census Tract 5749.01,"Census Tract 5749.01, Los Angeles County, California",1341384,0,3849,175,219,141,33,4.55,16.65,5.69,3.66,0.86
06037574902,14000US06037574902,Census Tract 5749.02,"Census Tract 5749.02, Los Angeles County, California",803318,0,5642,417,164,39,19,7.39,7.21,2.91,0.69,0.34
06037575001,14000US06037575001,Census Tract 5750.01,"Census Tract 5750.01, Los Angeles County, California",975068,0,4295,283,209,85,41,6.59,11.34,4.87,1.98,0.95
06037575002,14000US06037575002,Census Tract 5750.02,"Census Tract 5750.02, Los Angeles County, California",965016,0,4497,189,532,132,119,4.2,8.41,11.83,2.94,2.65
06037575101,14000US06037575101,Census Tract 5751.01,"Census Tract 5751.01, Los Angeles County, California",420471,0,4210,498,156,95,62,11.83,9.83,3.71,2.26,1.47
06037575102,14000US06037575102,Census Tract 5751.02,"Census Tract 5751.02, Los Angeles County, California",405956,0,4336,372,205,80,0,8.58,14.05,4.73,1.85,0
06037575103,14000US06037575103,Census Tract 5751.03,"Census Tract 5751.03, Los Angeles County, California",480128,0,5239,278,314,71,25,5.31,9.45,5.99,1.36,0.48
06037575201,14000US06037575201,Census Tract 5752.01,"Census Tract 5752.01, Los Angeles County, California",566597,0,4986,380,348,99,84,7.62,9.11,6.98,1.99,1.68
06037575202,14000US06037575202,Census Tract 5752.02,"Census Tract 5752.02, Los Angeles County, California",404093,0,3851,301,353,0,0,7.82,9.56,9.17,0,0
06037575300,14000US06037575300,Census Tract 5753,"Census Tract 5753, Los Angeles County, California",648065,0,4379,417,229,122,43,9.52,9.13,5.23,2.79,0.98
06037575401,14000US06037575401,Census Tract 5754.01,"Census Tract 5754.01, Los Angeles County, California",821449,68477,4714,337,160,21,15,7.15,9.06,3.39,0.45,0.32
06037575402,14000US06037575402,Census Tract 5754.02,"Census Tract 5754.02, Los Angeles County, California",323805,0,3878,294,97,39,11,7.58,8.25,2.5,1.01,0.28
06037575801,14000US06037575801,Census Tract 5758.01,"Census Tract 5758.01, Los Angeles County, California",384509,51710,2270,184,63,10,2,8.11,15.15,2.78,0.44,0.09
06037575802,14000US06037575802,Census Tract 5758.02,"Census Tract 5758.02, Los Angeles County, California",320941,0,5171,408,262,67,23,7.89,11.14,5.07,1.3,0.44
06037575803,14000US06037575803,Census Tract 5758.03,"Census Tract 5758.03, Los Angeles County, California",199589,0,3175,243,450,223,103,7.65,8.69,14.17,7.02,3.24
06037575901,14000US06037575901,Census Tract 5759.01,"Census Tract 5759.01, Los Angeles County, California",417612,68001,3675,247,92,74,25,6.72,10.8,2.5,2.01,0.68
06037575902,14000US06037575902,Census Tract 5759.02,"Census Tract 5759.02, Los Angeles County, California",350516,0,4953,272,195,274,43,5.49,8.22,3.94,5.53,0.87
06037576001,14000US06037576001,Census Tract 5760.01,"Census Tract 5760.01, Los Angeles County, California",1802546,1343803,5173,113,242,62,0,2.18,18.58,4.68,1.2,0
06037576200,14000US06037576200,Census Tract 5762,"Census Tract 5762, Los Angeles County, California",696659,0,5049,111,244,71,28,2.2,10.79,4.83,1.41,0.55
06037576301,14000US06037576301,Census Tract 5763.01,"Census Tract 5763.01, Los Angeles County, California",548536,0,4669,226,272,153,54,4.84,17.65,5.83,3.28,1.16
06037576302,14000US06037576302,Census Tract 5763.02,"Census Tract 5763.02, Los Angeles County, California",323710,0,3318,238,142,96,29,7.17,8.65,4.28,2.89,0.87
06037576401,14000US06037576401,Census Tract 5764.01,"Census Tract 5764.01, Los Angeles County, California",324020,0,4578,294,210,11,43,6.42,15.25,4.59,0.24,0.94
06037576402,14000US06037576402,Census Tract 5764.02,"Census Tract 5764.02, Los Angeles County, California",324449,0,4760,351,200,8,53,7.37,9.89,4.2,0.17,1.11
06037576403,14000US06037576403,Census Tract 5764.03,"Census Tract 5764.03, Los Angeles County, California",324542,0,5303,293,189,69,25,5.53,8.96,3.56,1.3,0.47
06037576501,14000US06037576501,Census Tract 5765.01,"Census Tract 5765.01, Los Angeles County, California",291373,0,3186,197,182,108,10,6.18,5.87,5.71,3.39,0.31
06037576502,14000US06037576502,Census Tract 5765.02,"Census Tract 5765.02, Los Angeles County, California",307611,0,5111,206,300,27,8,4.03,10.74,5.87,0.53,0.16
06037576503,14000US06037576503,Census Tract 5765.03,"Census Tract 5765.03, Los Angeles County, California",311783,0,4039,127,232,77,35,3.14,10.08,5.74,1.91,0.87
06037576601,14000US06037576601,Census Tract 5766.01,"Census Tract 5766.01, Los Angeles County, California",488000,3566,3894,91,371,125,2,2.34,15.02,9.53,3.21,0.05
06037576602,14000US06037576602,Census Tract 5766.02,"Census Tract 5766.02, Los Angeles County, California",559795,4433921,4876,37,408,158,11,0.76,13.74,8.37,3.24,0.23
06037576700,14000US06037576700,Census Tract 5767,"Census Tract 5767, Los Angeles County, California",857026,1651005,4120,282,517,145,98,6.84,15.63,12.55,3.52,2.38
06037576801,14000US06037576801,Census Tract 5768.01,"Census Tract 5768.01, Los Angeles County, California",514192,0,3780,261,182,99,92,6.9,12.78,4.81,2.62,2.43
06037576802,14000US06037576802,Census Tract 5768.02,"Census Tract 5768.02, Los Angeles County, California",467801,0,4039,100,464,40,59,2.48,9.23,11.49,0.99,1.46
06037576901,14000US06037576901,Census Tract 5769.01,"Census Tract 5769.01, Los Angeles County, California",444895,0,5165,227,276,12,1,4.39,11.42,5.34,0.23,0.02
06037576903,14000US06037576903,Census Tract 5769.03,"Census Tract 5769.03, Los Angeles County, California",324706,0,3371,167,132,67,24,4.95,5.81,3.92,1.99,0.71
06037576904,14000US06037576904,Census Tract 5769.04,"Census Tract 5769.04, Los Angeles County, California",366088,0,3099,169,180,98,40,5.45,12.91,5.81,3.16,1.29
06037577000,14000US06037577000,Census Tract 5770,"Census Tract 5770, Los Angeles County, California",1846201,2503,6925,229,422,142,81,3.31,6.74,6.09,2.05,1.17
06037577100,14000US06037577100,Census Tract 5771,"Census Tract 5771, Los Angeles County, California",1215399,0,7266,435,438,242,112,5.99,12.12,6.03,3.33,1.54
06037577200,14000US06037577200,Census Tract 5772,"Census Tract 5772, Los Angeles County, California",1006078,2512239,5905,192,333,171,47,3.25,15.38,5.64,2.9,0.8
06037577300,14000US06037577300,Census Tract 5773,"Census Tract 5773, Los Angeles County, California",906095,2308465,5773,241,436,161,33,4.17,13.75,7.55,2.79,0.57
06037577400,14000US06037577400,Census Tract 5774,"Census Tract 5774, Los Angeles County, California",645365,0,2995,170,393,76,71,5.68,11.99,13.12,2.54,2.37
06037577501,14000US06037577501,Census Tract 5775.01,"Census Tract 5775.01, Los Angeles County, California",829179,532847,3359,45,644,308,136,1.34,20.36,19.17,9.17,4.05
06037577504,14000US06037577504,Census Tract 5775.04,"Census Tract 5775.04, Los Angeles County, California",411816,3639460,1333,0,242,82,20,0,24.31,18.15,6.15,1.5
06037577602,14000US06037577602,Census Tract 5776.02,"Census Tract 5776.02, Los Angeles County, California",1319979,69273,3037,106,432,402,65,3.49,18.51,14.22,13.24,2.14
06037577604,14000US06037577604,Census Tract 5776.04,"Census Tract 5776.04, Los Angeles County, California",866541,661519,1613,15,328,162,41,0.93,15.87,20.33,10.04,2.54
06037577605,14000US06037577605,Census Tract 5776.05,"Census Tract 5776.05, Los Angeles County, California",1524866,298384,4165,133,801,303,175,3.19,20.82,19.23,7.27,4.2
06037577606,14000US06037577606,Census Tract 5776.06,"Census Tract 5776.06, Los Angeles County, California",1157665,0,3982,269,236,96,142,6.76,12.86,5.93,2.41,3.57
06037577700,14000US06037577700,Census Tract 5777,"Census Tract 5777, Los Angeles County, California",1170084,88150,4605,214,248,154,125,4.65,9.53,5.39,3.34,2.71
06037577800,14000US06037577800,Census Tract 5778,"Census Tract 5778, Los Angeles County, California",1691628,66698,4730,329,293,62,253,6.96,9.3,6.19,1.31,5.35
06037577900,14000US06037577900,Census Tract 5779,"Census Tract 5779, Los Angeles County, California",1722203,49093,5808,196,654,298,392,3.37,13.4,11.26,5.13,6.75
06037578000,14000US06037578000,Census Tract 5780,"Census Tract 5780, Los Angeles County, California",1772547,74410,6647,334,380,110,72,5.02,11.45,5.72,1.65,1.08
06037578100,14000US06037578100,Census Tract 5781,"Census Tract 5781, Los Angeles County, California",1717560,0,2361,0,40,20,18,0,0.97,1.69,0.85,0.76
06037599000,14000US06037599000,Census Tract 5990,"Census Tract 5990, Los Angeles County, California",3175454,669391,3477,92,510,73,98,2.65,20.74,14.67,2.1,2.82
06037599100,14000US06037599100,Census Tract 5991,"Census Tract 5991, Los Angeles County, California",337352192,1098469237,686,0,95,0,0,0,14.43,13.85,0,0
06037600100,14000US06037600100,Census Tract 6001,"Census Tract 6001, Los Angeles County, California",757581,0,7320,622,321,136,33,8.5,9.9,4.39,1.86,0.45
06037600201,14000US06037600201,Census Tract 6002.01,"Census Tract 6002.01, Los Angeles County, California",585705,0,5228,396,104,103,48,7.57,7.29,1.99,1.97,0.92
06037600202,14000US06037600202,Census Tract 6002.02,"Census Tract 6002.02, Los Angeles County, California",829152,0,7585,764,796,194,17,10.07,7.91,10.49,2.56,0.22
06037600302,14000US06037600302,Census Tract 6003.02,"Census Tract 6003.02, Los Angeles County, California",819443,0,3281,119,200,183,40,3.63,14.39,6.1,5.58,1.22
06037600303,14000US06037600303,Census Tract 6003.03,"Census Tract 6003.03, Los Angeles County, California",364537,0,4234,276,230,46,37,6.52,8.81,5.43,1.09,0.87
06037600304,14000US06037600304,Census Tract 6003.04,"Census Tract 6003.04, Los Angeles County, California",445759,0,4062,288,107,74,15,7.09,9.5,2.63,1.82,0.37
06037600400,14000US06037600400,Census Tract 6004,"Census Tract 6004, Los Angeles County, California",981880,0,4203,205,349,289,38,4.88,14.06,8.3,6.88,0.9
06037600501,14000US06037600501,Census Tract 6005.01,"Census Tract 6005.01, Los Angeles County, California",657076,0,2739,237,264,310,66,8.65,11.5,9.64,11.32,2.41
06037600601,14000US06037600601,Census Tract 6006.01,"Census Tract 6006.01, Los Angeles County, California",646831,0,2526,154,220,198,57,6.1,16.11,8.71,7.84,2.26
06037600602,14000US06037600602,Census Tract 6006.02,"Census Tract 6006.02, Los Angeles County, California",690276,0,2734,304,78,29,164,11.12,5.82,2.85,1.06,6
06037600702,14000US06037600702,Census Tract 6007.02,"Census Tract 6007.02, Los Angeles County, California",2387148,43367,4657,202,257,129,138,4.34,11.7,5.52,2.77,2.96
06037600703,14000US06037600703,Census Tract 6007.03,"Census Tract 6007.03, Los Angeles County, California",519625,512,1671,82,191,147,101,4.91,14.9,11.43,8.8,6.04
06037600704,14000US06037600704,Census Tract 6007.04,"Census Tract 6007.04, Los Angeles County, California",951773,12266,3279,12,429,275,41,0.37,15.28,13.08,8.39,1.25
06037600801,14000US06037600801,Census Tract 6008.01,"Census Tract 6008.01, Los Angeles County, California",971032,0,2930,127,166,261,47,4.33,17.24,5.67,8.91,1.6
06037600802,14000US06037600802,Census Tract 6008.02,"Census Tract 6008.02, Los Angeles County, California",1940002,3434,2717,102,384,94,53,3.75,19.95,14.13,3.46,1.95
06037600902,14000US06037600902,Census Tract 6009.02,"Census Tract 6009.02, Los Angeles County, California",800432,0,6385,303,655,133,124,4.75,11.98,10.26,2.08,1.94
06037600911,14000US06037600911,Census Tract 6009.11,"Census Tract 6009.11, Los Angeles County, California",683105,0,3391,116,235,97,29,3.42,11.5,6.93,2.86,0.86
06037600912,14000US06037600912,Census Tract 6009.12,"Census Tract 6009.12, Los Angeles County, California",1084960,2993,4894,189,332,68,24,3.86,13.98,6.78,1.39,0.49
06037601001,14000US06037601001,Census Tract 6010.01,"Census Tract 6010.01, Los Angeles County, California",884021,0,2392,306,267,255,126,12.79,13.84,11.16,10.66,5.27
06037601002,14000US06037601002,Census Tract 6010.02,"Census Tract 6010.02, Los Angeles County, California",633250,0,5173,331,483,126,61,6.4,14.77,9.34,2.44,1.18
06037601100,14000US06037601100,Census Tract 6011,"Census Tract 6011, Los Angeles County, California",640575,0,6834,429,336,177,72,6.28,12.2,4.92,2.59,1.05
06037601202,14000US06037601202,Census Tract 6012.02,"Census Tract 6012.02, Los Angeles County, California",654269,0,4107,143,315,61,165,3.48,8.62,7.67,1.49,4.02
06037601211,14000US06037601211,Census Tract 6012.11,"Census Tract 6012.11, Los Angeles County, California",579802,0,2849,222,167,71,146,7.79,7.76,5.86,2.49,5.12
06037601212,14000US06037601212,Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",585065,0,6172,484,404,108,71,7.84,9.24,6.55,1.75,1.15
06037601301,14000US06037601301,Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",614464,0,1798,105,254,76,29,5.84,15.29,14.13,4.23,1.61
06037601302,14000US06037601302,Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",1219665,0,7104,528,319,131,0,7.43,6.69,4.49,1.84,0
06037601303,14000US06037601303,Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",438449,0,5505,318,271,126,69,5.78,8.74,4.92,2.29,1.25
